id,name,genre,popularity,pop,rock,jazz,classical,blues,hip-hop,reggae,electronic,acoustic,other
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,"dance-pop,pop,talent-show",75,1,0,0,0,0,0,0,0,0,0
3CDoRporvSjdzTrm99a3gi,LUDMILLA,"funk-carioca,funk-pop,funk-rj,pagode-baiano,pop-nacional",78,1,0,0,0,0,0,0,0,0,1
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,trap-queen,80,0,0,0,0,0,1,0,0,0,0
3E12tRURRvPfHz0hAMCFYc,Omar Courtz,"trap-boricua,trap-latino,urbano-latino",82,0,0,0,0,0,1,1,0,0,0
3IJ21966TwNZI24MwZHMu4,Baby Tate,trap-queen,67,0,0,0,0,0,1,0,0,0,0
3JsHnjpbhX4SnySpvpa9DK,V,"j-division,korean-ost",83,0,0,0,0,0,0,0,0,0,1
3L6bhGrHegoci41Jx2nP0V,Bump J,chicago-rap,45,0,0,0,0,0,1,0,0,0,0
3LZZPxNDGDFVSIPqf4JuEf,Ice Spice,bronx-drill,75,0,0,0,0,0,0,0,0,0,1
3MdXrJWsbVzdn6fe5JYkSQ,Latto,trap-queen,80,0,0,0,0,0,1,0,0,0,0
3Me35AWHCGqW4sZ7bWWJt1,Xavi,sad-sierreno,78,0,0,0,0,0,0,0,0,0,1
3Nipsl6GVwwGyeAk0J29C6,MC G15,"funk-carioca,funk-mtg,funk-ostentacao,funk-paulista",68,0,0,0,0,0,0,0,0,0,1
3PhoLpVuITZKcymswpck5b,Elton John,"glam-rock,mellow-gold,piano-rock,rock",84,0,1,0,0,0,0,0,0,0,0
3SozjO3Lat463tQICI9LcE,Tyla,,77,0,0,0,0,0,0,0,0,0,1
3TVXtAsR1Inumwj472S9r4,Drake,"canadian-hip-hop,canadian-pop,hip-hop,pop-rap,rap",96,1,0,0,0,0,1,0,0,0,0
3UTF2no3muGdiFXVujl94i,Kapo,,80,0,0,0,0,0,0,0,0,0,1
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,"australian-pop,pop,viral-pop",79,1,0,0,0,0,0,0,0,0,0
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,"british-invasion,classic-rock,merseybeat,psychedelic-rock,rock",86,0,1,0,0,0,0,0,0,0,0
3ZooCJzNMTLpmJaIRUEorI,Young Dro,"atl-hip-hop,crunk,dirty-south-rap,futuristic-swag,old-school-atlanta-hip-hop,southern-hip-hop,trap",53,0,0,0,0,0,1,0,0,0,0
3ZpEKRjHaHANcpk10u6Ntq,Ayra Starr,afrobeats,78,0,0,0,0,0,0,0,0,0,1
3bO19AOone0ubCsfDXDtYt,Myles Smith,singer-songwriter-pop,79,1,0,0,0,0,0,0,0,0,0
3eVa5w3URK5duf6eyVDbu9,ROSÉ,k-pop,84,1,0,0,0,0,0,0,0,0,0
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,"heartland-rock,mellow-gold,permanent-wave,rock,singer-songwriter",79,0,1,0,0,0,0,0,0,0,1
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,"r&b,soul",86,0,0,0,0,1,0,0,0,0,0
3hcs9uc56yIGFCSy9leWe7,Lil Durk,"chicago-drill,chicago-rap,drill,hip-hop,pop-rap,rap,trap",82,1,0,0,0,0,1,0,0,0,0
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,"atl-hip-hop,dance-pop,dirty-south-rap,hip-hop,old-school-atlanta-hip-hop,pop-rap,rap,southern-hip-hop,trap",79,1,0,0,0,0,1,0,0,0,0
